publisher,book_summary,isbn,subcategory,title,country,price,writer,book_image_path,maincategory,publish_date,evaluation,categoryid
모요사,"중세 시대부터 19세기 산업혁명 이전까지의 의자가 당대인의 삶에 어떤 영향을 미쳤는지 추적하는 &lt;기억의 의자&gt;, 현재 가장 주목받는 소비재로 떠오른 디자인 아이콘 의자 다섯 개의 탄생 과정을 샅샅이 파헤치는 &lt;오늘의 의자&gt; 두 권으로 구성된 세트.",8997066676,미술,"기억의 의자 + 오늘의 의자 세트 - 전2권",국내도서,36000,"이지은 (지은이)",https://image.aladin.co.kr/product/26859/53/cover/8997066676_1.jpg,예술/대중문화,2021-04-07,0,50982
봄봄스쿨,"인물의 생김새와 움직임을 생동감 넘치게 묘사하기 위한 모든 지식을 배울 수 있다. 이상적인 인체의 비율부터 실감 나는 표정과 동작을 연출하는 방법, 명암의 표현까지 모든 이들이 궁금해하고 고민하는 부분을 꼼꼼하게 짚어준다.",1185423362,미술,"앤드류 루미스의 인체 드로잉",국내도서,12000,"앤드류 루미스 (지은이), 서지수 (옮긴이)",https://image.aladin.co.kr/product/5049/24/cover/1185423362_1.jpg,예술/대중문화,2015-01-15,10,50987
지콜론북,"위로의 책 시리즈. 일상 속에서 우리에게 마음의 위로를 전하는 디자인.예술 작품을 소개한다. 디자이너이자 환경운동가인 가스 브리츠먼을 비롯해 덴마크, 네덜란드, 베를린, 일본 등 세계 다양한 국가에서 활동중인 디자이너들의 디자인 32점을 실었다.",899865654X,디자인/공예,"위로의 디자인 2",국내도서,15000,"조창원 (지은이)",https://image.aladin.co.kr/product/7661/53/cover/899865654x_1.jpg,예술/대중문화,2016-01-28,9,51089
보스토크프레스,"보스토크 매거진 이번호의 키워드는 ‘순간들’, ‘장면들’이다. 사진이 아니었다면, 카메라가 없었다면, 바라볼 겨를도 없이 더 자주 놓치고 말았을 ‘사진적인 순간들’, ‘사진적인 장면들’을 모으고 골랐다.",K572730283,사진,"보스토크 VOSTOK 매거진 26호 - 순간들, 장면들",국내도서,16000,"보스토크 프레스 편집부 (엮은이)",https://image.aladin.co.kr/product/26726/79/cover/k572730283_2.jpg,예술/대중문화,2021-03-18,0,51060
동문선,"캐나다 출신의 피아니스트 글렌 굴드(1932~1982)의 삶과 예술세계를 조명한 전기물이다. 저자는 연대기적 서사 대신 곧장 인물의 내면을 드러내보이는 생동감있는 묘사로 굴드를 부활시키고 있다. - 한겨레신문",8980382200,음악,"글렌 굴드, 피아노 솔로",국내도서,7000,"미셸 슈나이더 (지은이), 이창실 (옮긴이)",https://image.aladin.co.kr/product/34/24/cover/8980382200_2.jpg,예술/대중문화,2002-03-20,8,51003
영진.com(영진닷컴),"저자의 애니메이터 경험과 수업을 진행하면서 키운 노하우를 정리했다. 총 3교시에 걸쳐 캐릭터의 '얼굴과 포즈를 그리고, 채색하는 방법'을 동영상으로 제공하고 있기 때문에 창작 활동에 있어 도움이 될 것이다.",8931459718,그래픽/멀티미디어,"DVD와 함께하는 애니메이션 캐릭터 작화 기술 - 가장 빠르게 무엇이든 그릴 수 있는",국내도서,20000,"무로이 야스오 (지은이), 김재훈 (옮긴이)",https://image.aladin.co.kr/product/18414/36/cover/8931459718_1.jpg,컴퓨터/모바일,2019-02-28,9,2633
경당,"2003년 출간된 &lt;아티스트 웨이&gt;의 개정판. 자기 내면의 예술적 창조성을 발견하고 자신이 상상했던 삶을 살아가도록 안내해주는 책이다. 이혼의 아픔과 알코올 중독을 극복하며 다재다능한 아티스트로 거듭난 줄리아 카메론이 과거의 자기처럼 어려움에 빠진 아티스트들에게 도움을 주고자 시작한 창조성 회복 프로그램의 강의노트에서 비롯되었다.",8986377454,"예술/대중문화의 이해","아티스트 웨이 - 나를 위한 12주간의 창조성 워크숍, 개정판",국내도서,17000,"줄리아 카메론 (지은이), 임지호 (옮긴이)",https://image.aladin.co.kr/product/1656/4/cover/8986377454_1.jpg,예술/대중문화,2012-05-10,9,50958
뮤진트리,"자유와 열정으로 빛나는 록의 보헤미안, 삶을 사랑했고 노래를 사랑했던 영원한 로커, 퀸의 리드 싱어, 프레디 머큐리의 자서전. 20년 동안 이루어진 프레디 머큐리와의 인터뷰와 무수한 자료들을 토대로 편집한 책으로, 프레디 머큐리의 모든 것을 담았다. 프레디 머큐리의 어머니 제르 불사라의 머리말을 함께 수록하였다.",8996121088,음악,"퀸의 리드 싱어 프레디 머큐리 - 낯선 세상에 서서 보헤미안 랩소디를 노래하다",국내도서,15000,"그레그 브룩스, 사이먼 럽턴 (지은이), 문신원 (옮긴이)",https://image.aladin.co.kr/product/422/21/cover/8996121088_1.jpg,예술/대중문화,2009-07-14,9,51000
모비딕,"오늘날 고유명사가 된 '로봇'(robot)이라는 말을 만들어 세상에 처음으로 제시한 작품이 바로 카렐 차페크가 1920년에 발표한 이 희곡이다. 수많은 SF 작품들의 오리지널 모델인 '로봇'에 대해 당신이 상상할 수는 있는 거의 모든 것이 이 작품 속에 녹여져 있다.",8976966368,희곡,"로봇 - 로숨의 유니버설 로봇",국내도서,12500,"카렐 차페크 (지은이), 김희숙 (옮긴이)",https://image.aladin.co.kr/product/5686/93/cover/8976966368_1.jpg,소설/시/희곡,2015-04-28,9,51212
을유문화사,"빌 에반스의 일생과 함께 음악작업, 예술적 유산 등을 기록했다. 특히 빌 에반스 앨범과 연주곡들을 매우 자세하게 기록하여, 심지어 작은 클럽에서의 연주 날짜, 배경 등까지도 모두 소개한다.",8932431043,음악,"빌 에반스 - 재즈의 초상",국내도서,25000,"피터 페팅거 (지은이), 황덕호 (옮긴이)",https://image.aladin.co.kr/product/51/30/cover/8932431043_1.jpg,예술/대중문화,2004-08-30,10,51003
동문선,,8980388152,영화/드라마,시민케인,국내도서,13000,"로라 멀비 (지은이), 이형식 (옮긴이)",https://image.aladin.co.kr/product/52/28/cover/8980388152_1.gif,예술/대중문화,2004-10-25,8,51047
21세기북스,"2007년 뉴욕타임스 선정 최고의 도서 BEST 10에 선정.「뉴요커」의 탁월한 음악 평론가인 알렉스 로스가 다양한 각도에서 20세기 음악을 조망해보고, 음악이 역사를 어떻게 담고 있는지, 음악이 역사와 어떻게 맞물려 있는지, 그 속에서 음악의 존재 의미가 무엇인지를 이야기한다. 저자는 음악과 역사가 동떨어진 것이 아님을 짚어나가면서, 음악과 함께 진행되어온 20세기의 역사를 함께 보고자 한다.",8950924412,음악,"나머지는 소음이다 - 세계적 음악평론가 알렉스 로스의 20세기 음악산책",국내도서,45000,"알렉스 로스 (지은이), 김병화 (옮긴이)",https://image.aladin.co.kr/product/729/50/cover/8950924412_1.jpg,예술/대중문화,2010-06-30,6,51000
지만지드라마,"전 세계를 충격에 빠트린 ‘파팽 자매 사건’을 모티프로 했다. 이 사건은 발생 직후부터 사르트르와 라캉 등 프랑스 지성계의 비상한 관심을 모았다. 하녀들이 7년간 일한 주인집 모녀를 잔혹하게 살해한 뒤 시신을 심각하게 훼손한 배경을 두고 저마다 다른 해석을 내놓았다.",K562638420,희곡,하녀들,국내도서,12800,"장 주네 (지은이), 오세곤 (옮긴이)",https://image.aladin.co.kr/product/23592/50/cover/k562638420_1.jpg,소설/시/희곡,2020-03-24,0,51212
비즈앤비즈,"사실적이고 환상적인 효과를 만들어내는 빛의 원리와 활용법을 상세히 파고든 최초의 책이다. 각 장의 핵심 내용을 실습할 수 있는 간단한 예제가 포함되어 있고 도판과 도표, 디지털 이미지, 스틸 사진 수백 장을 수록했다.",8997716425,미술,"미술가를 위한 빛의 이해와 활용",국내도서,20000,"리처드 요트 (지은이), 안영진 (옮긴이)",https://image.aladin.co.kr/product/3919/61/cover/8997716425_1.jpg,예술/대중문화,2014-04-02,10,50981
마로니에북스,"14세기 르네상스부터 21세기 동시대 미술까지 100여 점의 작품을 선정하여 소개하고 있다. 책에 수록된 작품들은 사용된 재료, 주제, 방식, 의미 등 여러 가지 면에서 당대에 센세이션을 일으킨 획기적인 것들이다.",8960536083,미술,"디테일로 보는 서양미술 - 르네상스부터 동시대 미술까지",국내도서,25000,"수지 호지 (지은이), 김송인 (옮긴이)",https://image.aladin.co.kr/product/26351/23/cover/8960536083_1.jpg,예술/대중문화,2021-02-08,10,50982
시공사,,8972595284,건축,"르 코르뷔지에 : 인간을 위한 건축",국내도서,7000,"장 장제르 (지은이)",https://image.aladin.co.kr/product/4/50/cover/8972595284_1.gif,예술/대중문화,1997-09-05,7,51082
서울대학교출판문화원,"문명텍스트총서 36권. 라틴어 초판본 이후 지금까지 모두 열한 가지 언어로 번역되었고, 이번 한국어 번역은 열두 번째 언어의 번역이다. 총 10권 가운데 서문과 1, 2, 3권을 우선 번역하고 주석을 달아 먼저 출판하였다.",8952119363,건축,"레온 바티스타 알베르티의 건축론 (1, 2, 3권)",국내도서,24000,"레온 바티스타 알베르티 (지은이), 서정일 (옮긴이)",https://image.aladin.co.kr/product/14528/4/cover/8952119363_1.jpg,예술/대중문화,2018-04-20,10,51085
한길사,"미술 비평의 아버지 조르조 바사리(Giorgio Vasari, 1511~74)는 르네상스 미술을 꽃피운 위대한 미술사가다. 그가 쓴 &lt;르네상스 미술가 평전&gt;은 르네상스 시기 위대한 예술가들의 일생을 기록한 세계 최초의 본격적인 미술서다.",8935664715,미술,"르네상스 미술가 평전 3",국내도서,45000,"조르조 바사리 (지은이), 이근배 (옮긴이), 고종희 (해설)",https://image.aladin.co.kr/product/16449/28/cover/8935664715_1.jpg,예술/대중문화,2018-08-16,10,50979
돌베개,"한국 현대미술의 거장 강요배의 삶과 예술을 응축한 산문집이다. 강요배가 평생 그려 온 2,000여 점의 그림과, 그림에 담긴 뜻을 표현해 온 수많은 글과 말 가운데 독자에게 그 요체를 전할 수 있는 부분을 골라내어 실었다.",8971995955,미술,"풍경의 깊이 - 강요배 예술 산문",국내도서,38000,"강요배 (지은이)",https://image.aladin.co.kr/product/24790/60/cover/8971995955_1.jpg,예술/대중문화,2020-09-11,9,50978
이론과실천,"&lt;세계 영화사&gt;의 여섯 번째 개정판이다. 이 개정판의 다른 변화는 적용범위를 좀 더 형평성 있게 잡았다는 점이다. 여성 영화가 좀 더 많이 논의되었으며, 아시아계 미국인 영화 제작자들에 관한 새로운 내용이 추가되었다. 
",8931360231,영화/드라마,"세상의 모든 영화 - -세계 영화사 6th 개정판",국내도서,38000,"버지니아 라이트 웩스먼 (지은이), 김영선 (옮긴이)",https://image.aladin.co.kr/product/300/86/cover/8931360231_1.jpg,예술/대중문화,2008-12-29,8,51049
다할미디어,"책거리가 탄생하고 성행한 역사적, 사회경제적, 문화적 배경을 다루는 동시에, 젠더적 표현과 우주적인 상상력, 현대적인 표현 기법에 이르기까지, 오늘날까지도 세계적으로 사랑받을 수 있었던 책거리 특유의 모더니티를 해부한다.",K742639287,미술,"세계를 담은 조선의 정물화 책거리",국내도서,20000,"정병모 (지은이)",https://image.aladin.co.kr/product/23832/15/cover/k742639287_1.jpg,예술/대중문화,2020-04-25,0,50984
명인문화사,"현대 영화이론에 대한 주요 논쟁을 다루면서, 1960년대 이후 영화 이론가들과 영화 철학자들이 제기했던 주요 이론적 개념, 시각, 전통 등 중심 쟁점에 대해 비판적으로 검토한다. 이런 이슈들에 대한 단계적 접근은 독자를 영화이론의 중심 토픽 속으로 인도한다.",8992803516,영화/드라마,"영화이론이란 무엇인가",국내도서,15000,"Richard Rushton, Gary Bettinson (지은이), 이형식 (옮긴이)",https://image.aladin.co.kr/product/3005/83/cover/8992803516_2.jpg,예술/대중문화,2013-08-14,8,51047
현실문화,"현대문화비평계에서 가장 주목받는 작가인 보리스 그로이스가 예술에 있어서의 ＇새로움＇이 어떻게 생산되는지 탐색한다. 그로이스는 지식시장과 아카이브라는 키워드를 통해 근대 문화를 살펴본다",8965642027,서양철학,"새로움에 대하여 - 문화경제학 시론",국내도서,20000,"보리스 그로이스 (지은이), 김남시 (옮긴이)",https://image.aladin.co.kr/product/10044/23/cover/8965642027_1.jpg,인문학,2017-12-01,5,2547
미디어샘,"100가지 간단한 사진 키워드로 좋은 사진 찍는 법을 알려주는 책 &lt;사진이 달라지는 아이디어 100&gt;의 개정판이다. 출간 이래 꾸준한 사랑을 받으며 스테디셀러로 자리매김한 이 책은 시대에 맞춰 스마트폰 사진 촬영팁을 새로 추가 하여 개정했다.",896857166X,사진,"사진이 달라지는 아이디어 100 - 스마트폰 & 카메라 좋은 사진 만드는 포토북",국내도서,14000,"문철진 (지은이)",https://image.aladin.co.kr/product/25696/24/cover/896857166x_1.jpg,예술/대중문화,2020-12-04,0,51079
한국문화사,,8957269797,예체능계열,"현대 영화 이론 - 1945~1995년 영화 이론",국내도서,35000,"프란체스코 카세티 (지은이), 김길훈, 김덕수, 김건 (옮긴이)",https://image.aladin.co.kr/product/1926/75/cover/8957269797_1.jpg,대학교재/전문서적,2012-08-30,10,8401
요다,""빌런이 매력적이면 그 이야기는 실패하지 않는다." 대학 등에서 10여 년간 스토리텔링을 강연해온 소설가이자 시나리오 작가인 차무진이 자신의 강의 노트를 정리하여 빌런 작법서를 펴냈다.",K622735249,책읽기/글쓰기,"스토리 창작자를 위한 빌런 작법서 - 당신의 이야기를 빛내줄 악당 키워드 17",국내도서,17000,"차무진 (지은이)",https://image.aladin.co.kr/product/25660/85/cover/k622735249_1.jpg,인문학,2020-11-27,10,51538
이진,"독일미학사에서 중요한 위치를 차지하고 있는 저술로, 쉴러의 미학사상을 가장 잘 담고 있는 책이다. 이 책의 상당 부분은 당시의 글들로, 친구 쾨르너에게 보내는 <칼리아스 편지> 외 총 27통의 편지로 구성돼 있다.",8986223090,"예술/대중문화의 이해","인간의 미적 교육에 관한 서한",국내도서,9000,"프리드리히 폰 실러 (지은이)",https://image.aladin.co.kr/product/11/87/cover/9788986223095.gif,예술/대중문화,1997-11-07,0,50958
세광음악출판사,"구판의 6권 4책을 4권 4책으로 새롭게 편집한 개정판으로, 반주보가 없던 1권에 반주보를 추가하여 많은 응용곡들을 체계적으로 연습할 수 있다.",8903412079,음악,"시노자키 바이올린 교본 1 - 개정판",국내도서,9000,"시노자키 (지은이)",https://image.aladin.co.kr/product/8/72/cover/8903412079_1.jpg,예술/대중문화,1991-09-01,9,51203
채륜,"‘서로 너무나 몰랐던 아시아끼리 이제는 좀 알고 지내자’는 시각에서 출발한다. 이런 취지에서 아시아 각국·각지의 팝 음악에 관한 개관과 역사를 제공하는 것이 일차적인 기획 의도다.",K322532678,음악,"변방의 사운드 - 모더니티와 아시안 팝의 전개 1960~2000",국내도서,29000,"신현준, 이기웅 (엮은이), 성공회대학교 동아시아연구소",https://image.aladin.co.kr/product/12760/61/cover/k322532678_1.jpg,예술/대중문화,2017-12-30,0,51006
한국학술정보,,8953499704,"예술/대중문화의 이해","플로티노스의 미학과 예술의 존재론적 지위",국내도서,18000,"노영덕 (지은이)",https://image.aladin.co.kr/product/257/77/cover/8953499704_1.jpg,예술/대중문화,2008-09-11,10,50958
열린책들,"베르베르가 『인간』 이후 다시 한번 시도한 희곡이며, 천국에 있는 법정을 배경으로 판사 · 검사 · 변호사 · 피고인이 펼치는 설전을 유쾌하게 그려 냈다. 베르베르 특유의 상상력과 유머가 빛나는 이 작품은 희곡이면서도 마치 소설처럼 읽힌다.",8932920400,희곡,심판,국내도서,12800,"베르나르 베르베르 (지은이), 전미연 (옮긴이)",https://image.aladin.co.kr/product/24919/70/cover/8932920400_3.jpg,소설/시/희곡,2020-08-30,9,51212
알에이치코리아(RHK),"아트 컬렉터이자 &lt;모지스 할머니, 평범한 삶의 행복을 그리다&gt; 등으로 좋은 작품을 책으로 전해온 이소영 작가가 이번에는 스웨덴의 국민 화가인 ‘칼 라르손’이야기를 들려준다.",8925536919,미술,"칼 라르손, 오늘도 행복을 그리는 이유",국내도서,16000,"이소영 (지은이)",https://image.aladin.co.kr/product/24298/67/cover/8925536919_1.jpg,예술/대중문화,2020-06-20,9,50978
건국대학교출판부,"영화와 소통하는 데 필요한 10가지 항목만을 간추려 구성한 책이다. 영화학의 원론적인 정신을 잃지 않으면서도, 우리가 극장 문을 나서면서 던질 수 있는 실용적인 질문들에 방향을 제시하려 노력했다. 이를 위해 영화사적으로 중요한 외화들뿐만 아니라, 한국 영화 사례들도 소개했다.",8971077573,영화/드라마,"영화학 개론",국내도서,16000,"배상준 (지은이)",https://image.aladin.co.kr/product/20643/2/cover/8971077573_1.jpg,예술/대중문화,2019-08-31,0,51047
현대문학,"세계를 무대로 활약하는 현대미술의 거장 이우환과, 프랑스에서 미술비평가 및 예술부 기자로 활발하게 활동 중인 심은록의 대담집. 그동안 &lt;여백의 예술&gt;, &lt;멈춰 서서&gt; 등에서 시와 산문을 오가며 자신의 삶과 예술에 대한 성찰과 명상을 보여주었던 이우환의 육성을 통해 그를 본격적으로 알아갈 수 있는 책이다.",8972756938,한국에세이,"양의의 예술 - 이우환과의 대화 그리고 산책",국내도서,23000,"이우환, 심은록 (지은이)",https://image.aladin.co.kr/product/4070/86/cover/8972756938_1.jpg,에세이,2014-05-02,0,51371
지필미디어,,899456814X,예체능계열,"세계영화사 (Film History) - An Introduction, 3rd Edition",국내도서,35000,"데이비드 보드웰, Kristin Thompson (지은이)",https://image.aladin.co.kr/product/1309/37/cover/899456814x_1.jpg,대학교재/전문서적,2011-08-10,8,8401
휴머니스트,"지식 없이도 그림과 깊이 만나도록 안내하는 ‘그림 감상 실용서’다. 미술관과 미술 애호가인 최혜진 작가가 수년간 실천해온 그림 감상법을 담았다. 그림 앞에서 무엇을 어떻게 감상해야 할지 막막했던 이들에게 든든한 감상 노하우를 제공할 것이다.",K692639485,미술,"우리 각자의 미술관 - 지식 없이 즐기는 그림 감상 연습",국내도서,15000,"최혜진 (지은이)",https://image.aladin.co.kr/product/23864/22/cover/k692639485_1.jpg,예술/대중문화,2020-05-04,10,50978
민음사,"'민음사 세계문학전집' 272권. 러시아 문학의 선구자 알렉산드르 푸슈킨의 대표 희곡과 서사시를 모았다. 푸슈킨은 고대 및 중세 고전들과 동시대 유럽 문학에 영향을 받아 다양한 문학적 시도를 거듭하며 러시아 문학의 토대를 마련했다. &lt;푸슈킨 선집&gt;에 실린 희곡과 서사시 작품들은 푸슈킨의 대표작들로 그가 영향을 주고받은 다양한 세계 문학들과의 관계가 특히 흥미롭다.",8937462729,시,"푸슈킨 선집 : 희곡.서사시 편 - 보리스 고두노프.집시.폴타바 외",국내도서,13000,"알렉산드르 세르게비치 푸시킨 (지은이), 최선 (옮긴이)",https://image.aladin.co.kr/product/1194/51/cover/8937462729_2.jpg,소설/시/희곡,2011-06-03,0,51168
한국사진문화원,"역사는 흘러가지만, 기록은 남는다. 특히 사진기록은 사실에 입각한 있는 그대로의 기록을 담고 있어 사진 예술을 기록예술이라 말할 수 있다. 한 장 한 장의 사진이 그때그때 삶의 기록으로서의 가치도 크다. 초가집의 기록을 담은 책이다.",8996983497,사진,"초가집 이야기 - 우리의 옛집",국내도서,78000,"이일로 (지은이)",https://image.aladin.co.kr/product/3918/29/cover/8996983497_1.jpg,예술/대중문화,2014-03-24,0,51063
이음,"시인이자 예술사회학자인 심보선과 미디어문화 연구자로 저술 번역 및 다양한 연구 활동을 활발히 펼치고 있는 이상길, 두 사람이 예술을 공부하(려)는 이들, 예술과 사회를 더 잘 이해하고자 하는 독자들을 다양한 예술책의 세계로 초대한다.",K222737450,"인문 에세이","책장을 번지다, 예술을 읽다",국내도서,15000,"심보선, 이상길 (지은이)",https://image.aladin.co.kr/product/26174/57/cover/k222737450_1.jpg,인문학,2021-01-20,0,51381
시공아트,"'그랜드 부다페스트 호텔', '프렌치 디스패치'의 그래픽 디자이너이자 웨스 앤더슨, 스티븐 스필버그 등 거장이 사랑하는 뛰어난 아티스트 애니 앳킨스의 아트북이다. 출간 즉시 아마존 예술 분야 베스트에 오른 황홀할 정도로 아름다운 그래픽 디자인을 선보인다.",8952756444,디자인/공예,"애니 앳킨스 컬렉션 - 《그랜드 부다페스트 호텔》 디자이너의 영화 & 드라마 소품 디자인",국내도서,35000,"애니 앳킨스 (지은이), 이미숙 (옮긴이)",https://image.aladin.co.kr/product/24053/78/cover/8952756444_1.jpg,예술/대중문화,2020-05-11,10,51089
BOOKERS(북커스),"원하는 색을 쉽게 찾아 사용할 수 있는 이 실용적인 &lt;배색 사전&gt'은, 창의력을 키우는 풍부한 컬러 테마와 팔레트 배색 그리고 이미지 키워드를 활용해 오감과 배색을 흥미롭게 연결한 배색 북의 선구자 구노 나오미의 저서이다.",K142632570,디자인/공예,"컬러 선택이 쉬워지는 배색 사전",국내도서,20000,"구노 나오미 (지은이), 정세영 (옮긴이)",https://image.aladin.co.kr/product/24921/86/cover/k142632570_1.jpg,예술/대중문화,2020-08-20,10,51089
인하대학교출판부,"독일의 문호 프리트리히 쉴러의 가장 중심적인 미학이론으로 평가되는 <칼리아스 편지> 외 <우미와 존엄>, <격정성에 대하여>, <숭고론>, <미적 형식을 사용할 때의 필연적 한계>, <예술에서의 비속과 저속의 사용에 대한 고찰> 등 6편의 논문을 번역한 책. 모두 우리에게는 최초로 소개되는 고전들이다.",8974070758,"예술/대중문화의 이해","쉴러의 미학 예술론 - 칼리아스 편지, 우미와 존엄 외",국내도서,8500,"프리드리히 폰 실러 (지은이), 장상용 (옮긴이)",https://image.aladin.co.kr/product/20/19/cover/8974070758_1.gif,예술/대중문화,1999-07-30,0,50958
열화당,"1950년대초부터 1990년대말까지 근 45년간 책과 잡지 등에 실었던 사진 에세이를 묶어낸 카르티에-브레송의 유일한 저작으로, 글 중간중간에 실린 대표적인 사진 11컷, 그가 생전에 원고를 직접 교정하고 덧붙였던 후기, 친필로 쓴 편지 및 아포리즘 등과 더불어 독자들에게 브레송의 생생한 숨결을 전달하고 있다.",8930101976,사진,"영혼의 시선 - 앙리 카르티에-브레송의 사진 에세이",국내도서,16000,"앙리 카르티에 브레송 (지은이), 권오룡 (옮긴이)",https://image.aladin.co.kr/product/68/83/cover/8930101976_1.jpg,예술/대중문화,2006-09-20,8,51060
플로어웍스,"도서출판 플로어웍스에서 ‘발레 교양 인문서’이자 ‘발레 입문서’로 론칭한 시리즈다. 발레 분야의 총괄적인 지식과 정보 중에서 양질의 콘텐츠를 선별하여 출간한다.",K552737456,무용,"[세트] 더 발레 클래스 시리즈 세트 - 전4권",국내도서,51200,"이영철, 김지현, 이유라.이미라, 한지영 (지은이), 임이랑, 이린 (그림), 김윤식 (사진), 이린 (삽화)",https://image.aladin.co.kr/product/26180/39/cover/k552737456_1.jpg,예술/대중문화,2021-01-21,10,51103
사월의눈,"사진가 오석근, 전리해 그리고 황인모를 통해 들여다 보는 대구 성매매집결지 '자갈마당'에 관한 사진책이다. 일제강점기 일본인에 의해 '유곽'으로 처음 조성된 자갈마당은 어느덧 100년의 어두운 역사를 지닌 장소가 되었다.",899693738X,사진,"자갈마당 Ja-gal-ma-dang (표지 3종 중 1종 랜덤)",국내도서,30000,"오석근, 전리해, 황인모 (지은이), 최윤정 (글)",https://image.aladin.co.kr/product/13273/59/cover/899693738x_1.jpg,예술/대중문화,2017-12-31,0,51063
시공아트,"꽃잎을 정확하게 세는 법부터 복숭아의 폭신한 질감을 표현하는 법까지 상세히 알려 주는 책이다. 보태니컬 그림 그리기에 관한 다양한 기법과 과정이 꼼꼼하게 들어 있어 초보자도 쉽게 따라할 수 있다.",895277924X,미술,"빌리 샤월의 보태니컬 그리기 - 누구나 쉽게 배우는 수채화 기법",국내도서,18000,"빌리 샤월 (지은이), 이수연 (옮긴이)",https://image.aladin.co.kr/product/11852/21/cover/895277924x_1.jpg,예술/대중문화,2017-09-25,0,50987
효형출판,"1998년 출간된 &lt;건축, 음악처럼 듣고 미술처럼 보다&gt;의 재개정판이다. 서울대학교 미술관, ECCEhwa Culture Complex, 쌈지길 세 곳은 그 훌륭한 가치와 의미를 전달해야 했기에 기꺼이 새로 추가해 서현 특유의 해석법으로 풀어나갔다.",895872126X,건축,"건축, 음악처럼 듣고 미술처럼 보다 - 인문적 건축이야기",국내도서,18000,"서현 (지은이)",https://image.aladin.co.kr/product/3808/42/cover/895872126x_1.jpg,예술/대중문화,2014-03-20,9,51082
안그라픽스,"출판계와 디자인계에서 오랫동안 감춰져 있던 글꼴디자이너 최정호를 조명한다. 그의 삶을 하나하나 추적해 그를 기억하는 여러 사람의 목소리로 되돌아본다. 한편, 이 책은 최정호의 삶뿐 아니라 그가 디자인한 글꼴에도 주목한다.",8970597743,디자인/공예,"한글 디자이너 최정호",국내도서,30000,"안상수, 노은유 (지은이)",https://image.aladin.co.kr/product/4973/40/cover/8970597743_1.jpg,예술/대중문화,2014-12-03,0,51089
명인문화사,"새로운 개념의 영화입문서. 영화의 이해를 돕는 개론적 성격의 책이 국내외적으로 많이 나와 있지만 이 책은 '보고, 질문하고, 즐기기'라는 부제가 설명하듯이 영화에 대해 우리가 가진 기존의 개념에 도전을 가하면서 모든 영화를 비판적으로 생각해보기를 요구하는 책이다.",899280315X,영화/드라마,"영화에 대해 생각하기 - 보고, 질문하고, 즐기기",국내도서,27000,"Peter Lehman, William Luhr (지은이), 이형식 (옮긴이)",https://image.aladin.co.kr/product/442/92/cover/899280315x_1.jpg,예술/대중문화,2009-08-18,10,51047
아트북스,"출판 현장에서 직접 경험하고 깨달은 어느 편집자의 북디자인 이야기. 이 책은 ′책이란 이런 형식이다′라고 답습하기 전에, ′왜 그런 형식이 생겼는지′ 책의 각 요소에 깃든 의미와 역할에 대해 깨닫게 한다.",8961962493,디자인/공예,"편집자를 위한 북디자인 - 디자이너와 소통하기 어려운 편집자에게",국내도서,17000,"정민영 (지은이)",https://image.aladin.co.kr/product/6382/20/cover/8961962493_1.jpg,예술/대중문화,2015-08-28,8,51089
성균관대학교출판부,"성균관대학교출판부 학술기획총서 ‘知의회랑’의 열다섯 번째 책. ‘광’자와 ‘견’자의 의미를 중심에 두고 중국철학과 중국예술의 특징을 포괄적으로 재구성하면서, 저 자유롭고 독립적인 사유와 정신이 동아시아 시ㆍ서ㆍ화의 예술에 스며든 자취를 흥미롭게 서사화한 연구서다.",K632737804,동양철학,"동양의 광기와 예술 - 동아시아 문인들의 자유와 창조의 미학",국내도서,38000,"조민환 (지은이)",https://image.aladin.co.kr/product/25954/52/cover/k632737804_1.jpg,인문학,2020-12-30,0,51500
카시오페아,"전시 모임 커뮤니티 I.ART.U 대표 김내리 작가와 함께하는 52주간의 프라이빗 아트 클래스. 서울시립북서울미술관과 아라리오뮤지엄 인 스페이스 도슨트로도 활발히 활동하고 있는 작가는 이 책에서 화가와 작품의 뒷이야기, 시대상, 사조 등 그림과 관련된 정보를 알차게 전해준다.",K322737466,미술,"나만의 사적인 미술관 - 언제 어디서든 곁에 두고 꺼내 보는",국내도서,18000,"김내리 (지은이)",https://image.aladin.co.kr/product/25874/33/cover/k322737466_1.jpg,예술/대중문화,2020-12-22,10,50978
현대미학사,"영어권에서 중요한 문화비평가 중 한사람으로 손꼽히는 이론적/심미적 마르크스주의자인 프레드릭 제임슨의 저작. 세계 체제에서의 영화와 공간에 대하여 다양한 이론을 넘나들며 서술하였다. 정치적 무의식, 포스트모더니즘, 그리고 인식적 매핑이라는 그의 주요 관점을 바탕으로 영화들과 그 풍경에 대한 탐색을 펼친다.",8977272122,영화/드라마,"지정학적 미학 - 세계 체제에서의 영화와 공간",국내도서,18000,"프레드릭 제임슨 (지은이), 조성훈 (옮긴이)",https://image.aladin.co.kr/product/98/86/cover/8977272122_1.jpg,예술/대중문화,2007-09-20,3,51047
